0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5436315855161414,0.44159973700934096,0.23040389974700567,0,0,0,0,0,0,0,0,0
0,0,0,0.4415997370093411,0.3587178025014312,0.1871603936287165,0,0,0,0,0,0,0,0,0
0,0,0,0.23040389974700576,0.18716039362871653,0.0976506119824269,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.23325420048879844,0.29407993229509144,0.263479789711961,0.1514664064331926,0,0,0,0,0
0,0,0,0,0,0,0.29407993229509144,0.37076719903630945,0.3321874528186233,0.19096432328125715,0,0,0,0,0
0,0,0,0,0,0,0.26347978971196095,0.33218745281862316,0.29762207686370484,0.17109375450394307,0,0,0,0,0
0,0,0,0,0,0,0.1514664064331926,0.19096432328125715,0.1710937545039431,0.09835652361118716,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.042648565024895314,0.08270760313653662,0.11475183202727478,0.12008075136475739,0.0800109211775566
0,0,0,0,0,0,0,0,0,0,0.0827076031365367,0.16039338281599405,0.2225361856128631,0.23287046404529926,0.15516375548577588
0,0,0,0,0,0,0,0,0,0,0.11475183202727485,0.222536185612863,0.3087555922673911,0.32309378292737573,0.21528039177766073
0,0,0,0,0,0,0,0,0,0,0.12008075136475742,0.2328704640452991,0.3230937829273756,0.3380978197017329,0.22527772099199628
0,0,0,0,0,0,0,0,0,0,0.08001092117755662,0.1551637554857758,0.21528039177766067,0.2252777209919963,0.150104640189987
